text,emotion
"Terus kemaren itu dia kan ke office gtu dan duduk deket deket gua literally deket banget dan ngeliatin gitu gua lagi ngapain di depan pc, even gua maen hp pun dia liat I mean like menurut gua kan itu gasopan dan bikin risih bagi gua Dan dia gaada nanya kak itu apa ato gimana",jijik
buaya darat buset aku tertipu la- eh,jijik
Nanti gue mau buat ahh biar lu makin muak,jijik
Yahh gimana sih sist saya jd kecewa...,sedih
mknya heran .,terkejut
"itu knp gue benci bgt. mrk yg enak kita yg sengsara,ga sbntr buat nyembuhin ini,gue hrs nunda pendidikan bahkan ngerelain gaikt tes STAN krn ada tes kesehatan&amp;fisik yg ga mgkn bgt bs lolos saat itu. hak kalian si mau ngerokok,tp perna mikir ga kl dampak ke org lain separah itu?",marah
"Kalian yang wfh, dirumah aja ya, biar aku aja yang kerja d kantor *dalem hati ngeri ngeri gitu",takut
Alhamdulillah syukur,senang
"Juga pemahaman, jangan mudah tersinggung jangan mudah terprovokasi. Indonesia banyak watak yang ada, maklum beda"" penyampaian nya ^^ ada yang kasar bagi kita, lembut bagi mereka. Berprasangka baik itu utama",senang
Wkwkkw gua juga ngeri,takut
"Suka heran apa apa gwaa duluan yg maju di grup walas kalo di tanya kepsek, baru walas yg laen ikutan :')",terkejut
Kesal tingkat firdaus,marah
penat,jijik
argggh kesal,marah
"OTAKLU YANG DIBIKIN SOPAN DULU, OTAKLU BERMASALAH, DIKIT DIKIT BILANG AZAB/MURKA ALLAH, EMANG LU NABI, YANG TAU KALAU ITU AZAB/MURKA(KARENA MENDAPAT WAHYU DARI ALLAH), CUMA MANUSIA BIASA AJA SOK NGEVONIS AZAB/MURKA",senang
"From : mba gue risih bgt mba. Gue ga mood kl dia telfon. Tp gue gaenak aja gitu kan berasa jahat. Tp gimana To : mba apa gue gas aja kali ya, anjirlah anjir gue bodo bgt. Nyesel bgt nyesel. Aaaah mba disaat dia udh terbang,ex crush lo msh bimbingan HAHA",takut
Rasa aku ni ya.. mereka2 ini ni org stress gitu yg udah muak bgt liat pemerintahan trus nyari panggung.Bukannya malu malah berasa artis.Nah ditambah pendidikan mereka rendah dan nilai2 agamanya jg hilang.,jijik
"Tawa ya kamu dongo, Senang sekali melihat penderitaan orang lain WKWKWKW",senang
waah kereen bangeeet. aku terpesona. ga nyangka ya mba. kok bisa gitu ya,terkejut
"Paansi lu kontol, gue mo ngmong najis ama jijik aja kudu bgt berkarya dlu apa",jijik
Dr. Tirta mau komentar dikit. anda perokok berat dan anda menyesali apa yang anda lakukan. tetapi anda membantu kemenkes unguk kampanye berhenti merokok setelah sakit yang anda derita. Itu sama saja seperti anda slh memilih pacar dan saat anda kecewa anda bilang pacar anda g bnr,marah
pgn ngasih tau sama tukang pecel lele bisa gak sih bersihin lele nya dirumah gt sumpah dah kan jijik mau makan tp harus liatin lele di bedah dl,jijik
Bbrp x ni video nyelonong dTL sy...risih sy liat model baju si panjoel. Kyk kimono apa baju tidur hehehe... Masih kuyus kurang asupan gizi hahaha...,sedih
"Bukanya gimna2 takutnya mlah tersinggung cweknya klo ngomongin pakaian,",marah
"Hari ini nonton itaewon class dan ternyata boleh juga dong itu drama. Sebenernya bukan kisah membangun kedainya yg bikin gue tertarik, tapi gue malah terpesona sama perkembangan karakter main leadnya. Eksekusinya baik banget.",senang
"Kalau berkata-kata kasar gitu dosa ga sih karena terlalu geram dengan 'para-para' yang menanam badai dikala topan sedang berjalan kayak gini?. Heran hlo saya. Semuanya dipolitisasi, banyak sekali alibi disetiap intervensi. Prioritasnya keselamatan apa cuan?.",terkejut
jijik. cepat mana ini ko gada yg peka anying,jijik
"Mau mukul boleh tidak sih? Terlanjur emosi. ""Gimana mau negatif? Pertanyaannya saja ambigu."" ujarnya kesal, sambil menggelengkan kepalanya.",marah
Mash Juni nyeess. Bismillah semoga lantjar ya. Sakit gg nes ngelahirin? Takut plus cemas,takut
"ya Allah, mpusss moga kamu dpt majikan yg baik terus bisa sembuh cantik lagi... Buat yang benci kucing, seenggaknya jangan sakiti mereka lah, mereka gak salah apa-apa, mereka cuma hewan yang gatau apa-apa selain untuk kebutuhannya sendiri...",marah
HARAP2 AP YG ak pernah buat akn dibalas dengan baik jugak..karna aku tidak mahu kecewa dgn ap yg telah dilakukan oleh dia kepadaku slepas aku mlkukan kebaikan kepada dia..,sedih
Makannya gausa dikenal.. upload sesuka hati bebas gaada yang marah atau tersinggung wowkwok,senang
"Kaum kafirun yg udah gak cinta lg NKRI ini,,silahkan Gaungkan Genderang PERANG,,,in sya Allah kami Muslimin dgn senang hati menyambutnya. Syahid membela Agama itulah cita-cita setiap Muslimin. CAMKAN ITU....",marah
"padahal yg gue pikirin ini belum tentu besok terjadi, tp kenapa gue cemas nya berlebihan bgt? plis help im done with myself",takut
Sama dulu kecil suka mimpi ini pas bangun kek cemas + keringet dingin,takut
sangat-sangat senang...,senang
"Demi, jijik bgt deh bukannya apa ya.",jijik
Dahh muak gue,jijik
"Ko ngeri, bub aja :"")",takut
"Ngajakin berantem aja loh ganteng, heran aku",terkejut
aneh banget anjinkk risih liatnya,senang
Malu lu ama yang ga pernah ibadah tapi otaknya rasional,jijik
Terpesona dengan dance nya,terkejut
BANGGA MALAH DIA SAMA JOKES AMPASNYA NYUMBANG DUIT BUAT SERIES NGGAK TAPI BANGGA BIKIN CHAOS DI FANDOM PADAHAL MODAL BAJAKAN DOANG. WESTERN FANDOM,senang
"Berkurung dlm rmh sendiri pun sengsara ya amat. Org dlu sembunyi dlm rumah sendiri pun belum tentu selamat, Cu. Haishhh..org muda mental kena kuat Semoga negara kita kembali sihat, Aamiin",sedih
"Percayalah, jam segini sendirian nungguin abang jemput. Ngeri aslik. Gamau kek gini lagi dah",takut
I'm sick of ayam already. No ayam untuk minggu ni. Sis is muak.,takut
Puji syukur,senang
Perlu di musnahkan penyakit itu saya sudah jijik,jijik
Bangga tapi sekaligus minder juga,senang
"Maap nder, tp ancen kenyataan. Dadi jijik rasaneeee ihh",jijik
Banyak untungnya puang buat mereka tp Rakyat ma tambah sengsara,sedih
Ju Jihoon sadar ga sih kalo dia tuh gantengnya kelewatan. Nangis aku seharian capek karna terpesona kegantengan doi Definisi perfect face,terkejut
"Sorry, aku delete twit yang sebelumnya karena dirasa terlalu kasar. Begini ya mba, entah apa fandom Anda, tolong jangan mengkambinghitamkan suatu fandom. Pas ketahuan saja langsung ubah ""fandom"". Kurang perhatian kamu ya? Nih sudah diperhatiin banyak orang, puas?",marah
pake baju dulu hayo malu sama tetangga,jijik
Gw kalau udah murka bisa jahat banget loh.,marah
Aku juga senang,senang
"Kok ngehujat dibase, pengen pansos ya malu maluin nama fandom sendiri dgn menghujat fandom lain",marah
Tapi ngeri juga si anju kalau isi kosannya hewan hewan begituan wtff,takut
"Hitungannya bakalan ninggalin jogja dengan waktu yang lama banget dari seblum2nya, sedih bgst!",sedih
Tiga bulan sudah. Ada banyak kisah. Ada banyak duka. Dan bahagia. Kapan kamu kembali jadi bagian cerita. Untuk sisa waktu yang kupunya. Aku mohon kembalilah. Aku mohon. Kembalilah.,senang
kalo gua terkenal besok-besok ada jejak digital yg bikin jijik kalian tolong maapin yaa kadang khilaf,takut
kesel kesel benci kepikiran mulu eh tau-tau suka trus jadian haah sa ae lu saodah . sagara,marah
bangga sekali menjadi ortunya...,senang
Maaf kak terpesona,terkejut
Enggak kenapa-kenapa deh. Takut kamu risih aja.,takut
Puas puasin dah flashbacknya wkwk,senang
Nder sama.... Tapi aku inget kalo aku males malesan ntar aku yang sengsara aku yang lama lulusnya aku yang ga dapet kerja aku yang jatuh sendirian aku yang gagal sendirian. Jadi yuk semangat,sedih
Omo terkejut seh kak maisa reply HAHAHAHAHA weh rindu ma sis,terkejut
"Adegan ini lucu plus bikin suka nyanyi suka memaksa cinta ,,aku tertipu aku terjebak , hahaha ,, gerakannya pas sama lagunya dan lucu .. Hastag nya",terkejut
Melihat ke uwu an ini membuatku tersinggung,sedih
"Udah muak daritadi yang diliat ppt"" doang. Coba kek muka lu yg gua liat, kan gabakal muak kea gini elah *bnst emang",jijik
"Kasian, itu member jkt48 nya kaya jijik gitu ke mas nya.",sedih
"Ugalugalan sih. Baru kepala yg ilang, ituh pemimpin yg kamu lewatin jalannya ilang rasa malu dll nya,",sedih
"Al Imam fudhail berkata:Andaikan dikatakan pdk, ambillah dunia ini halal tanpa hisab,(diperhitungkan)niscaya aku merasa jijik terhadapnya seperti seorang dr kalian merasa jijik terhadap bangkai saat melewatinya,ai takut terkena bajunya.",jijik
"satu kepuasan wei,masak subuh2 utk family then diorg makan puas...makan kenyang2 ye supaya ade tenaga nk buat kerja dan please be safe..",senang
takut banyak hal. Kaya diem2 mikir kedepannya gitu udah deg deg an pusing cemas. gaktau harus apa. udah dari tk?,takut
Bangga ga tuh lo bin gue jadi anak 88rising!,senang
Hahahah iya woy jadi terpesona,terkejut
Pelajarannya ialah jangan pernah remehkan sentuhan lembut Ibumu. Ajaib rasanya. Jangan pernah sungkan menceritakan keluh kesahmu kepada ibumu. Karena itu sangat menenangkan. Jangan pernah malu meminta nasehatnya. Karena bisa jadi itu sebuah petunjuk untukmu.,sedih
"Nah, tadi banget kan gua maen laptop di lantai kan terus dia duduk deket gua, ngeliatin gua lagi ngapain di laptop dimana disitu gua mau ngerapihin folder gua ngapa yg mana kecampur foto, ss, vids gajelas Ya gua risih dong di gtuin cui",jijik
Malam selalunya saya tak stay sorang kat ofis. Selalu cikgu lelaki ada je buat kerja. Tapi hari ni semua pakat rehat awal sebab penat merentas desa siang tu kot.,jijik
"Pelajaran yang berharga itu ketika kita bisa mendampingi seseorang menuju suksesnya, jatuh bangun bersama, suka duka bersama, sampai akhirnya dia bahagia dengan orang lain pilihannya, kita ditinggalin.",sedih
"Pertanda baik buat pasangan. Konsisten, kalo udah benci yaudah benci terus ahahahahahha",senang
kalo gk salah jae pernah bilang wonpil itu pake choker trus ngewink ke kamera aja fansnya nambah banyak iYA jae btul skali ak salah satunya yg terpesOna uWaW,terkejut
"Setiap perjuanganmu, entah pahit ataupun manis, itu semua adalah bagian dari kisah hidupmu. Kisah yang kelak kau ceritakan dengan bangga kepada anak cucu.",senang
Takut kecewa kaya film sebelumnya. Rame di pemberitaan ternyata filmnya 6.5/10,takut
"Emang benar""di rezim ini sngatlah korup n dholim pd rakyat kecil n mnghamba pda yg punya kkuasaan..azab Allah bkn lg OTW ke cina tp ini nyata sangat pedih ..sdangkan murka Allah msih OTW ke NKRI ini krn msih ada doa dr orang"" baik n suci mnghrpkan hidayah utk yg mndholimi rakyat",marah
Suruh dia pergi scaling gigi dulu jijik nak tengok gambar muka dia,jijik
aku juga heran bg,terkejut
"Tapi setelah sama X1 (aku kenal swoo dri pdx) swoo emg sehebat itu, jujur dimataku dia emang keliatan agak lemah kok, kadang anaknya keliatan ""member bahagia kok, gue belakangan aja"" keliatan dri tatapan matanya setiap liat anak2, kayak mau nangis tapi bangga ""wah adek gue""",sedih
Kecewa jir di bandung sama surabaya aja ada,sedih
Iya... Pdahal itu bukan hal besar tp dilebih2kan.. Emang dasarnya udah benci jd buta deh,marah
Kirain dimatiin.. Syukur deh nyala lagi mah,senang
"Biarpun murka krn dibohongin emak sendiri, gue akhirnya pulang. Nangis2, teriak2, tp ujung2nya gue kasih KTP gue. Gue tau yg mana hak gue. Ya kali gue minta jatah pdhl itu tanah orang lain. Cuma ya sakit hati aja, berarti nyokap ada niatan klo jual aset ga akan blg ke gue.",sedih
"aku kalo pengen kenalan sama orang di rl, tapi gugup, pasti selalu pengen ngajak ngomong pake bahasa inggris, tapi ketahan duluan sama malu",takut
"Yaudah marah2 lagi sana buang energi negatif, biar paginya bisa senang",senang
Si bapak terlalu terkejut sampe lupa mingkem,terkejut
"Bukan hal besar sih tapi aku masih terkejut boleh share g sih tapi aku takut dia terganggu privasi nya, but thanks God",terkejut
*gugup*,takut
[Mrasa Terheran Heran],terkejut
kak kikaaa semangat sidangnya!!! semoga lancar dan ga gugup selama sidang,senang
ah syukur ak ambil mochi,senang
"untuk kecewa yang tak pernah aku harapkan namun harus wajib di siapkan , bukan kah sedia payung sebelum hujan merupakan strategi yang sering digunakan pada umumnya ketika kita berjalan di bawah langit yang mendung , meskipun sebagian orang berasumsi mendung belum tentu",sedih
"(cont.) saja, tetapi ia juga yang membuat si lelaki kesal seperti itu. Bagaimana ini? Berdiam diri sembari menikmati perasaan bersalah sungguh menyiksa. Inilah mengapa Raira tidak terlalu suka berhubungan dengan orang lain. Katakan bahwa selama ini ia (cont.)",sedih
"- and i was like yea sure, trus dia bilang kalo besok (kamis) mau ketemu, ada yg mau diomongin katanya, oke baik. oke. trus kemudian dia pamit kalo mau main sm temen2nya, aku terkejut becoz like he said ""nanti kalo listrik udh nyala km ngalem ke ak gpp"" and i thought he implied -",terkejut
"Dulu aku heran, napa orang sampe berantem ? hanya karena cinta. Trus aku inget muka kamu, dan tiba-tiba, aku merasa siap menghadapi Perang Dunia Ketiga.",marah
Tulahhh i pun terkejut! First time dpt noti ni lepas sethn lebih pakai phone ni haha,terkejut
"Liat tabel Covid-19 cases ngeri gini, USA sama Prancis udah mau nyusul China lagi angka kasus meninggalnya.",takut
"udah tetangga, yang zenlynya sampe 234x hangout, 1.584 hours together, &amp; jadi mutual love (ini jijik tp faktanya begitu). PADAHAL KETEMU AJA JARANG PANT8",jijik
"Kalo lucu semua orang juga bisa ketawa, ga harus open minded juga. Kecuali yg merasa tersinggung, selucu apapun itu orang tersinggung ga akan bisa ketawa..",marah
Ceb ketawanya puas banget anjg wkwkwkwkwk,senang
"[aw,,merasa malu]",senang
Capek bangetsss. Mana laper lagi Tadi ceritanya mau balik sekalian beli makan. Tapi malah di ikutin salah satu orang kantor. Kan risih kalo berhenti terus di ikutin,jijik
"Ngeriii, lebih ngeri daripada PKI",takut
"IG nya pernah diambil orang... Udah banyak followers nya dan difollowing sama orang ketjeh. Takut aja di salahgunakan. Mohon maaf ya hackers. Saya bukan marketing yg seenaknya kalian ambil setelah banyak followers,",takut
MANAADA MUAK. KAMI HAUS KONTEN KEKGINI,senang
"(padahal aku ngasi tips seperti ini, asli, aku sedang bokek). Untuk akun aku see senangnya berteman dengan 500 akun saja. Lebih pun tdk masalah. Yg penting asik berteman.... Sama-sama keluarkan pendapat dan atau sama-sama benci pembenaran, benci berita hoak dan benci pembodohan.",senang
Seolah-olah berita duka itu hanya akan ada di seberang sana sampai Itu mengetuk pintu kita Hilang sudah tawa Yang diharap pun jadi bahan amarah Tak dapat beri solusi malah bikin sakit hati aduhai semoga tak terkena....,sedih
aku juga senang ada nana eonni join hehehe noted nih! ada lagi ngga eon???,senang
Lebih takut hilang HP ya,takut
"Sudah cair ya Pak Yai, abah juga senang, bisa bersuara nyaring lagi, teori pak Yai yg koar2 di media ternyata cespleng, bisa dicontoh. Hee hee heee",senang
"Kota kenangan ku, terutama ""wedhang ronde""nya Kota yg menolak kehadiran FPI. Tak heran warga.nya penuh toleransi, walau tak sedikit mahasiswa/i yg berasal dr b.bagai suku di Ind, hadir disana. Sahabat ku warga Salatiga, boleh bangga dg kota kalian.",sedih
"Selamat ya, turut bangga",senang
charlie angel bnr2 bagus yaamplop. tapi rada geram gtu y knp pas kelai rambutnya tidak di ikat gitu loh aku sbg penonton risih sendiri,senang
Stressnya. Sedih. Tertekan jiwa aku. Rehat sebentar. Ambil wudhu. Tenangkan diri. Ambil masa untuk bermuhasabah diri. Beriktikad. Baca zikir ini. La ilaha illa Anta Subhanaka inni kuntu minaz zalimin .,sedih
"tetap tidak peduli. *Ingatlah !!!* Do'a para nasabah yang kamu dholimi, Inshaa Allah dikabulkan Allah SWT.. Jangan sampai orang AXA Mandiri dido'akan akan menjalani hidup yang jelek, sengsara, celaka dunia dan akhirat !Karena itu cepet kembalikan uang saya dan teman nasabah",marah
Syukur deh kalo gitu oppa. Soalnya suka pada ngeluh kalo upfoll tp kena sensinya si biru wkwkw. Oppa berarti mau ngalong?,senang
"sing pada bahagia ya, nyong tek nunut bahagia nang bahagiamu pada",senang
"Suaranyaa keras pula:') bikin ga konsen trus tiba2 hening tuh.... Ehhhhhh galama kemudian anaknya rewel dong sampe satu studio kaya risih gitu. Sebelnya ni ibu2 gamau keluar ngediemin anaknya dlu, tapi trus2an jejelin anaknya dengan nonton youtube.",marah
Haha fact!!!! Sumpah bermasker tetep ganteng heran dah!!!,terkejut
AAHH BKIN CEMAS AJ TU ANAK,takut
"Ada masalah apasih sebenarnya temanku ini, kesal banget anying",marah
HAHAHAHAHAHA AKU RASA TERTIPU HAHAHAHAHAHAHHA,jijik
Ga nyangka loh. Bangga w sama u,senang
"Bangun2 je tiba nampak misi ade kat sebelah tengah cek tekanan darah , tak terkejut mana pun aku",terkejut
"Ko ni bunuh jelah aku, aku dah penat hidup haa ingat i noob sangat ke you ?!",terkejut
"Bukan dituntut namun diharapkan untuk berpura-pura bahagia, sebab untuk menghindari dari mereka yang ingin melihat kita sengsara. Dengan pura-pura bahagia mereka tidak menambahkan kita untuk jatuh lebih dalam dan terputuk bersama kebahagiaan ""mereka"".",sedih
"Virus jgn ditakuti, tapi dicegah dan diberantas... Kalau modal takut, ya mati",sedih
"Karna kalo lo sia2in dia, nyakitin dia, buat dia nangis terus&amp;buat dia kecewa. Disaat dia pergi, baru lo ngerasain yg namanya kehilangan.",sedih
MO MURKA,marah
"Saya sangat marah dan kecewa saat melihat saudara"" seiman saya dipersulit untuk memperjuangkan imannya.. Tapi saya lebih kecewa lagi jika ada saudara seiman saya yg melakukan hal sprti ini.. Kalo begini apa bedanya kita sama ""mereka""",marah
Nah kalem gitu kan masih bisa diliat mendingan ga jijik bngt,jijik
Aku masih sedih. Aku masih marah. Aku masih kecewa. Aku masih ingin berteriak. Tapi aku tak dendam. Tapi aku tak benci. Tapi apa pedulimu?,marah
Anjir kalo kita mikir mau buang otak terus otak tersinggung gak,sedih
Ya kamu apa gk jijik satu udara sama kentutmu sendiri,jijik
"Terkejut, tetiba ada stranger replyy ni. Jenuh fikir interaction apa aku involve dari semalam.",terkejut
Hahaha mungkin depa belum jumpa aku lagi. Terkejut beruk kalau tau aku bukan Melayu,terkejut
"Aaaa makasih, Pia Aamiin ya Allah. Semoga aja menjadi tahun terbaik hiks [aww merasa malu,,,,]",senang
"Pernaah, jijik sama diri sendiri kalo inget. Iyuuh",jijik
Syukur Alhamdulillah Kang. Sy cuma ikut grup kelg besar bapak. Mundur dr grup klg besar ibu sejak ribut2 pilkada DKI. Grup alumni mahasiswa muslim pun keluar sama kasusnya krn pilkada. Yg bertahan malah grup kls 2 SMA krn penghuninya pd santai dan senang guyon.,senang
